rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,rainfall_30d_mm,soil_moisture_pct,temperature_24h_mean_c,relative_humidity_24h_mean_pct,slope_deg,elevation_m,ndvi,historical_events,landslide_occurred,sample_type,latitude,longitude,event_date,event_year,inventory_source,terrain_source,satellite_source,weather_source
0.0,0.0,0.0,0.0,41.625,24.175,92.208,0.87,4.0,0.39385,0,0,background_non_event,22.997105544944628,89.50517158128726,2019-11-09,2019,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,41.285,21.808,96.5,15.62,391.0,0.87579,9,0,background_non_event,24.23903185871823,92.82083579879166,2019-11-10,2019,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,36.587,-4.45,71.083,14.36,5283.0,0.02447,0,0,background_non_event,27.91859482035477,90.30997241015686,2019-11-15,2019,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,30.929,24.158,83.458,1.32,38.0,0.51517,0,0,background_non_event,26.250678797992414,90.23723898890846,2019-11-16,2019,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,35.265,19.029,82.0,18.75,667.0,0.90696,5,0,background_non_event,24.017404430947103,93.23812131782267,2019-11-17,2019,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,33.098,22.592,82.333,0.72,12.0,0.55335,3,0,background_non_event,24.275580882092978,91.37430807402642,2019-11-18,2019,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,39.552,-2.217,83.292,25.09,4091.0,0.56627,0,0,background_non_event,28.34880593928464,97.3015634199833,2019-11-27,2019,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,24.34,22.3,80.5,1.11,23.0,0.42349,0,0,background_non_event,25.092636070859772,90.04369683980377,2019-11-30,2019,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,33.821,14.037,90.625,37.03,809.0,0.89575,0,0,background_non_event,26.96848510957205,90.88662148111365,2019-12-01,2019,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,33.446,21.925,77.792,0.81,176.0,0.3168,0,0,background_non_event,23.21221124682145,95.85422844655527,2019-12-03,2019,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,34.819,17.942,75.75,9.69,472.0,0.85309,0,0,background_non_event,23.903125506522397,96.94825694730957,2019-12-05,2019,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,33.967,-6.229,52.792,5.06,4765.0,0.08935,0,0,background_non_event,28.24195849776963,89.27968223810164,2019-12-09,2019,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,30.99,16.963,79.958,13.58,246.0,0.82269,0,0,background_non_event,25.18892649905625,96.80709527675563,2019-12-12,2019,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,26.719,19.429,76.0,1.37,9.0,0.52139,1,0,background_non_event,25.069113023007926,91.25589285931188,2019-12-15,2019,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,33.546,14.175,82.042,19.86,735.0,0.91293,1,0,background_non_event,27.91530804259624,94.81129997379209,2019-12-15,2019,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,32.992,-6.158,20.625,10.77,4730.0,0.16529,0,0,background_non_event,28.87157418448419,89.35099580460054,2019-12-18,2019,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,19.998,17.65,50.083,16.68,711.0,0.6907,0,0,background_non_event,22.175362729951765,93.41775564470228,2019-12-20,2019,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,22.396,14.596,69.5,10.39,981.0,0.88027,4,0,background_non_event,23.580877360558453,93.2269541462041,2019-12-22,2019,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,27.912,21.204,64.458,0.82,177.0,0.67569,0,0,background_non_event,22.96222763365834,95.19965640600606,2019-12-26,2019,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,39.488,15.875,82.292,2.32,64.0,0.69891,1,0,background_non_event,26.202963131703527,92.39462573894805,2019-12-27,2019,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,35.429,-18.8,36.917,13.8,5278.0,0.02642,0,0,background_non_event,29.43092266780322,91.75061921428512,2019-12-28,2019,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,35.608,15.104,70.667,20.31,337.0,0.64231,1,0,background_non_event,25.838696325630963,91.0869123418482,2019-12-29,2019,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,32.06,16.738,73.458,1.83,203.0,0.40954,0,0,background_non_event,27.43582602652911,96.1150197919009,2020-01-01,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,33.171,17.65,87.292,5.69,103.0,0.7832,1,0,background_non_event,23.351148654789025,92.01049464244326,2020-01-05,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,40.64,17.762,89.75,1.68,141.0,0.7755,0,0,background_non_event,25.341566543660324,97.02897179628603,2020-01-05,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,27.683,18.033,77.667,0.73,11.0,0.78191,0,0,background_non_event,22.657465008553118,90.6875964063915,2020-01-06,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,45.96,12.333,85.042,33.54,674.0,0.8537,0,0,background_non_event,27.262397177740986,96.14500009433327,2020-01-08,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,35.35,-15.45,81.667,21.09,5058.0,0.1248,0,0,background_non_event,28.301542145473803,91.58456132163452,2020-01-08,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,41.717,15.037,86.042,1.25,107.0,0.50428,2,0,background_non_event,26.79241159019951,94.60616506433736,2020-01-09,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,41.721,17.342,82.5,7.13,141.0,0.30572,0,0,background_non_event,25.6240495608663,97.51682561115872,2020-01-13,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,35.167,-10.858,81.75,2.88,4727.0,0.0502,0,0,background_non_event,28.097340271108536,91.92993154019678,2020-01-15,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,18.156,20.05,78.542,1.22,39.0,0.22216,1,0,background_non_event,25.817344029486186,89.0075201320043,2020-01-18,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,18.573,18.65,83.708,0.98,11.0,0.38511,8,0,background_non_event,24.772947641873948,91.95458236186731,2020-01-20,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,27.875,17.154,70.042,9.67,677.0,0.85887,0,0,background_non_event,21.65757206420735,93.98106284032201,2020-01-21,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,19.652,16.558,70.583,1.73,5.0,0.07702,0,0,background_non_event,23.44173211446056,89.6028650012276,2020-01-24,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,31.392,12.796,76.875,16.07,497.0,0.82295,3,0,background_non_event,25.170132288175477,92.30475162247127,2020-01-24,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,40.829,7.75,77.75,31.54,1498.0,0.9044,7,0,background_non_event,27.633586079337164,93.59088335801694,2020-01-25,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,16.598,15.588,74.5,0.33,11.0,0.26411,6,0,background_non_event,25.01198586337185,91.56285485919157,2020-01-27,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,23.598,15.692,73.458,21.84,460.0,0.79318,1,0,background_non_event,22.74312877239696,92.90059511370808,2020-01-28,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,22.594,18.346,69.083,1.59,66.0,0.57714,2,0,background_non_event,23.291732329238435,91.9105035699087,2020-02-01,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,32.681,18.488,64.833,0.93,6.0,0.47404,0,0,background_non_event,21.921853364444786,88.38923309004085,2020-02-03,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,40.902,5.667,78.458,21.54,1650.0,0.86813,3,0,background_non_event,27.232866189429732,92.74423145403148,2020-02-09,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,29.362,19.083,55.083,0.98,11.0,0.80199,0,0,background_non_event,22.29956682856984,88.36633169926665,2020-02-11,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,16.358,18.333,61.0,1.11,21.0,0.41512,0,0,background_non_event,23.981139948670776,88.92033432615747,2020-02-11,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,21.481,14.454,71.25,23.92,965.0,0.81219,5,0,background_non_event,24.02787648162123,93.30085714348766,2020-02-14,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,16.235,18.546,59.333,0.52,92.0,0.55412,0,0,background_non_event,26.66239494183966,88.93526589612384,2020-02-14,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,32.167,-5.125,46.375,8.18,4885.0,0.1301,0,0,background_non_event,28.776511671233116,91.48863317799973,2020-02-16,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,32.329,16.95,60.125,17.08,1489.0,0.5954,0,0,background_non_event,22.99896029153235,97.16704244207537,2020-02-17,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,21.352,18.954,66.667,22.02,547.0,0.7943,7,0,background_non_event,23.57675683908131,93.03105635847999,2020-02-18,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,42.135,6.763,92.542,35.88,2081.0,0.48797,1,0,background_non_event,28.256822826431108,93.61353244009969,2020-02-20,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,30.254,-1.387,42.042,30.26,4139.0,0.09869,0,0,background_non_event,29.639824874001157,91.34478543097984,2020-02-20,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,29.325,22.088,59.708,0.6,62.0,0.40897,16,0,background_non_event,26.481794598033474,91.77880464851478,2020-02-23,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,43.794,10.938,78.875,36.54,1440.0,0.80405,0,0,background_non_event,26.956065667770254,96.76427132618637,2020-03-05,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,39.121,18.604,90.083,13.73,240.0,0.75381,5,0,background_non_event,25.479661894000746,93.25389094420632,2020-03-07,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,44.04,20.204,82.792,0.8,73.0,0.434,2,0,background_non_event,26.59618687608696,92.98973218299929,2020-03-08,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,42.573,8.733,89.917,16.24,2174.0,0.80797,8,0,background_non_event,27.348307403122703,88.63141447591191,2020-03-10,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,16.873,25.929,55.333,0.46,6.0,0.68769,0,0,background_non_event,23.532924613439867,89.25401026076078,2020-03-17,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,37.913,17.696,66.375,27.67,814.0,0.85598,1,0,background_non_event,27.945550429991727,96.75043393830698,2020-03-20,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,16.779,25.196,68.625,1.03,8.0,0.29258,0,0,background_non_event,23.0720709563938,88.92536717100955,2020-03-21,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,16.221,20.938,62.208,31.3,559.0,0.74717,8,0,background_non_event,25.040161866792406,93.14401745638582,2020-03-21,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,26.052,24.367,57.667,2.22,29.0,0.46897,6,0,background_non_event,24.70630091526262,92.42978800527248,2020-03-23,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,15.335,19.633,56.875,29.87,789.0,0.43646,2,0,background_non_event,23.054559467956864,93.98377820283359,2020-03-24,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,8.8,28.933,55.083,1.13,6.0,0.57709,0,0,background_non_event,23.1754501482997,90.55173637365993,2020-03-29,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,30.188,-0.475,14.458,17.25,4724.0,0.17782,0,0,background_non_event,29.45613571088704,88.9368518134088,2020-03-29,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,13.583,26.308,45.167,0.56,96.0,0.64659,3,0,background_non_event,26.67600781765291,88.80987656390869,2020-03-31,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,41.029,6.096,75.792,16.06,3099.0,0.36903,0,0,background_non_event,27.456202239896136,89.21470581076667,2020-04-03,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,14.24,28.95,50.458,1.0,17.0,0.56742,0,0,background_non_event,24.039096220615885,89.17582252910222,2020-04-05,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,30.327,-2.917,43.0,20.06,4863.0,0.13231,0,0,background_non_event,29.232037063083084,89.69704817060259,2020-04-09,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,14.771,27.387,81.167,0.71,3.0,0.03503,2,0,background_non_event,21.657855164773224,91.87963094597933,2020-04-10,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,28.342,27.683,52.708,0.46,18.0,0.35735,7,0,background_non_event,24.965110407413622,92.40689126892406,2020-04-10,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,27.5,26.971,52.417,0.66,50.0,0.58302,19,0,background_non_event,26.036885952878073,91.44212426567903,2020-04-10,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,12.271,4.871,10.875,24.97,4077.0,0.0975,0,0,background_non_event,29.30363208095593,89.26287326258984,2020-04-12,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,18.065,24.983,54.458,16.45,867.0,0.82996,7,0,background_non_event,23.71348036166092,92.86530085802443,2020-04-14,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,34.819,7.842,55.417,6.15,3247.0,0.19661,0,0,background_non_event,29.134918653952116,92.6604146140297,2020-04-15,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,23.213,-5.654,69.333,1.1,5346.0,0.1216,0,0,background_non_event,28.364534617396053,90.27793808921092,2020-04-16,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,25.754,28.867,81.458,2.96,4.0,0.715,0,0,background_non_event,21.951792023287364,89.37393409331,2020-04-20,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,17.092,22.308,81.333,0.8,773.0,0.17175,5,0,background_non_event,24.599776901285935,93.92984933158542,2020-04-21,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,48.198,26.671,84.417,0.58,6.0,0.60216,0,0,background_non_event,21.758032712782693,88.93431635984335,2020-04-29,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,44.344,25.075,76.167,4.93,224.0,0.70643,0,0,background_non_event,25.425897414146203,95.70291349371419,2020-05-01,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,44.14,25.333,82.25,2.7,163.0,0.53901,0,0,background_non_event,25.972511272902572,93.3410712072164,2020-05-03,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,41.485,26.675,77.083,0.76,15.0,0.41385,6,0,background_non_event,24.64998179440381,92.45911592163908,2020-05-07,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,42.21,0.438,79.333,30.98,4311.0,0.0016,0,0,background_non_event,29.29450697982262,94.80412854702149,2020-05-10,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,42.906,6.6,94.917,24.54,3210.0,0.0612,3,0,background_non_event,27.730637420599,88.57498727788364,2020-05-15,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,24.467,29.925,79.417,1.49,4.0,-0.28632,0,0,background_non_event,22.59194570799038,90.97818193782936,2020-05-16,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,27.685,24.879,58.833,15.64,1203.0,0.36384,2,0,background_non_event,22.99569484252575,93.77244592061625,2020-05-17,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,40.183,25.246,84.75,0.33,28.0,0.51814,1,0,background_non_event,25.725163903091783,89.53613942236932,2020-05-20,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,47.256,25.521,86.417,0.0,8.0,0.63026,0,0,background_non_event,24.61870968879079,89.69490658292963,2020-05-21,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,38.275,27.271,84.792,1.14,12.0,0.76985,0,0,background_non_event,23.941391971418525,89.81128009611176,2020-05-22,2020,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
